Barcelona/283.2.0.18.61 (iPhone10,2; iOS 12_4_2; en_BD; en; scale=2.00; 750x1334; 451367207) AppleWebKit/420+
Barcelona/204.4.0.18.61 (iPhone5,4; iOS 16_1_1; th_TH; en; scale=2.00; 640x1136; 559115888) AppleWebKit/420+
Barcelona/243.8.0.18.61 (iPhone10,8; iOS 16_3; en_US; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/267.2.0.18.61 (iPhone12,2; iOS 13_6_1; ru_RU; en; scale=2.00; 828x1792; 59232369) AppleWebKit/420+
Barcelona/211.7.0.18.61 (iPhone12,7; iOS 12_4_2; it_IT; en; scale=2.00; 828x1792; 485160637) AppleWebKit/420+
Barcelona/270.6.0.18.61 (iPhone5,6; iOS 13_5; en_US; en; scale=2.00; 640x1136; 468140572) AppleWebKit/420+
Barcelona/203.5.0.18.61 (iPhone12,5; iOS 12_4_1; de_DE; en; scale=2.00; 828x1792; 59232369) AppleWebKit/420+
Barcelona/291.1.0.18.61 (iPhone5,1; iOS 15_0_2; en_IN; en; scale=2.00; 640x1136; 592280365) AppleWebKit/420+
Barcelona/224.8.0.18.61 (iPhone7,8; iOS 14_5; en_GB; en; scale=2.00; 750x1334; 557688190) AppleWebKit/420+
Barcelona/281.6.0.18.61 (iPhone12,6; iOS 16_6_1; en_ID; en; scale=2.00; 828x1792; 593200359) AppleWebKit/420+
Barcelona/281.9.0.18.61 (iPhone7,9; iOS 12_0_1; de_DE; en; scale=2.00; 750x1334; 592807627) AppleWebKit/420+
Barcelona/294.1.0.18.61 (iPhone12,1; iOS 12_4_9; de_DE; en; scale=2.00; 828x1792; 596316756) AppleWebKit/420+
Barcelona/231.6.0.18.61 (iPhone9,6; iOS 15_1; de_DE; en; scale=2.00; 750x1334; 531692597) AppleWebKit/420+
Barcelona/265.7.0.18.61 (iPhone7,7; iOS 14_8; ru_RU; en; scale=2.00; 750x1334; 436289152) AppleWebKit/420+
Barcelona/233.1.0.18.61 (iPhone10,1; iOS 12_4_3; en_ID; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/286.9.0.18.61 (iPhone7,9; iOS 8_0_1; th_TH; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
Barcelona/230.6.0.18.61 (iPhone10,6; iOS 14_4_1; it_IT; en; scale=2.00; 750x1334; 44874193) AppleWebKit/420+
Barcelona/251.2.0.18.61 (iPhone9,2; iOS 15_7; en_PK; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/294.4.0.18.61 (iPhone7,4; iOS 11_0_3; ru_RU; en; scale=2.00; 750x1334; 527235363) AppleWebKit/420+
Barcelona/235.3.0.18.61 (iPhone12,3; iOS 12_4_4; en_GB; en; scale=2.00; 828x1792; 451367207) AppleWebKit/420+
Barcelona/270.1.0.18.61 (iPhone9,1; iOS 13_2_3; ru_RU; en; scale=2.00; 750x1334; 574510888) AppleWebKit/420+
Barcelona/260.9.0.18.61 (iPhone12,9; iOS 7_1; en_US; en; scale=2.00; 828x1792; 441490813) AppleWebKit/420+
Barcelona/292.7.0.18.61 (iPhone9,7; iOS 12_4_5; en_ID; en; scale=2.00; 750x1334; 531598589) AppleWebKit/420+
Barcelona/219.4.0.18.61 (iPhone9,4; iOS 14_7_1; th_TH; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/212.7.0.18.61 (iPhone7,7; iOS 14_5; en_PK; en; scale=2.00; 750x1334; 554327837) AppleWebKit/420+
Barcelona/298.2.0.18.61 (iPhone9,2; iOS 12_2; en_IN; en; scale=2.00; 750x1334; 443288359) AppleWebKit/420+
Barcelona/246.6.0.18.61 (iPhone10,6; iOS 8_0_1; en_US; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/289.4.0.18.61 (iPhone5,4; iOS 8_4; en_BD; en; scale=2.00; 640x1136; 427032901) AppleWebKit/420+
Barcelona/229.4.0.18.61 (iPhone5,4; iOS 11_2_6; en_PK; en; scale=2.00; 640x1136; 477008339) AppleWebKit/420+
Barcelona/202.3.0.18.61 (iPhone7,3; iOS 10_0_3; de_DE; en; scale=2.00; 750x1334; 436079168) AppleWebKit/420+
Barcelona/210.8.0.18.61 (iPhone12,8; iOS 12_0; en_BD; en; scale=2.00; 828x1792; 439065340) AppleWebKit/420+
Barcelona/293.6.0.18.61 (iPhone7,6; iOS 11_2_6; en_PK; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/215.2.0.18.61 (iPhone7,2; iOS 9_3_1; en_IN; en; scale=2.00; 750x1334; 454014197) AppleWebKit/420+
Barcelona/213.1.0.18.61 (iPhone7,1; iOS 13_3_1; en_ID; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/264.9.0.18.61 (iPhone9,9; iOS 11_0_2; en_IN; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/290.9.0.18.61 (iPhone12,9; iOS 12_5_2; en_IN; en; scale=2.00; 828x1792; 466021415) AppleWebKit/420+
Barcelona/282.4.0.18.61 (iPhone12,4; iOS 9_3_6; en_AF; en; scale=2.00; 828x1792; 417553628) AppleWebKit/420+
Barcelona/284.3.0.18.61 (iPhone9,3; iOS 15_4_1; de_DE; en; scale=2.00; 750x1334; 568884681) AppleWebKit/420+
Barcelona/223.7.0.18.61 (iPhone7,7; iOS 15_1; en_IN; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/221.7.0.18.61 (iPhone10,7; iOS 12_4_3; th_TH; en; scale=2.00; 750x1334; 496680716) AppleWebKit/420+
Barcelona/205.7.0.18.61 (iPhone7,7; iOS 12_3_2; en_US; en; scale=2.00; 750x1334; 468988771) AppleWebKit/420+
Barcelona/299.6.0.18.61 (iPhone12,6; iOS 14_6; en_IN; en; scale=2.00; 828x1792; 452200695) AppleWebKit/420+
Barcelona/271.7.0.18.61 (iPhone10,7; iOS 14_7; en_PK; en; scale=2.00; 750x1334; 468988771) AppleWebKit/420+
Barcelona/284.2.0.18.61 (iPhone7,2; iOS 15_2_1; en_ID; en; scale=2.00; 750x1334; 431984975) AppleWebKit/420+
Barcelona/233.2.0.18.61 (iPhone12,2; iOS 14_4; en_BD; en; scale=2.00; 828x1792; 466169273) AppleWebKit/420+
Barcelona/217.7.0.18.61 (iPhone12,7; iOS 14_1; th_TH; en; scale=2.00; 828x1792; 441490813) AppleWebKit/420+
Barcelona/284.7.0.18.61 (iPhone9,7; iOS 12_4_6; it_IT; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/217.1.0.18.61 (iPhone5,1; iOS 12_0; ru_RU; en; scale=2.00; 640x1136; 593200359) AppleWebKit/420+
Barcelona/201.9.0.18.61 (iPhone7,9; iOS 8_4_1; en_PK; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/211.1.0.18.61 (iPhone7,1; iOS 11_1_1; en_BD; en; scale=2.00; 750x1334; 436079168) AppleWebKit/420+
Barcelona/249.6.0.18.61 (iPhone5,6; iOS 15_6_1; en_US; en; scale=2.00; 640x1136; 556764124) AppleWebKit/420+
Barcelona/227.3.0.18.61 (iPhone7,3; iOS 10_3_1; ru_RU; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/269.6.0.18.61 (iPhone7,6; iOS 10_2_1; en_PK; en; scale=2.00; 750x1334; 439946439) AppleWebKit/420+
Barcelona/275.6.0.18.61 (iPhone10,6; iOS 17_0_2; th_TH; en; scale=2.00; 750x1334; 519455425) AppleWebKit/420+
Barcelona/279.6.0.18.61 (iPhone10,6; iOS 13_1_3; en_ID; en; scale=2.00; 750x1334; 441741211) AppleWebKit/420+
Barcelona/205.9.0.18.61 (iPhone7,9; iOS 13_6; en_US; en; scale=2.00; 750x1334; 58517176) AppleWebKit/420+
Barcelona/281.5.0.18.61 (iPhone7,5; iOS 10_2_1; en_IN; en; scale=2.00; 750x1334; 519455425) AppleWebKit/420+
Barcelona/278.9.0.18.61 (iPhone12,9; iOS 17_0_3; en_AF; en; scale=2.00; 828x1792; 466893494) AppleWebKit/420+
Barcelona/287.6.0.18.61 (iPhone12,6; iOS 12_1_1; en_GB; en; scale=2.00; 828x1792; 479117901) AppleWebKit/420+
Barcelona/235.7.0.18.61 (iPhone5,7; iOS 12_3_1; en_BD; en; scale=2.00; 640x1136; 528859636) AppleWebKit/420+
Barcelona/218.4.0.18.61 (iPhone7,4; iOS 10_1; en_PK; en; scale=2.00; 750x1334; 514344384) AppleWebKit/420+
Barcelona/269.1.0.18.61 (iPhone10,1; iOS 8_1; en_GB; en; scale=2.00; 750x1334; 468988771) AppleWebKit/420+
Barcelona/246.6.0.18.61 (iPhone9,6; iOS 15_6; en_PK; en; scale=2.00; 750x1334; 433233827) AppleWebKit/420+
Barcelona/269.6.0.18.61 (iPhone5,6; iOS 9_3_3; en_BD; en; scale=2.00; 640x1136; 514344384) AppleWebKit/420+
Barcelona/221.6.0.18.61 (iPhone5,6; iOS 10_3_1; th_TH; en; scale=2.00; 640x1136; 531598589) AppleWebKit/420+
Barcelona/228.7.0.18.61 (iPhone9,7; iOS 10_0_1; ru_RU; en; scale=2.00; 750x1334; 472314904) AppleWebKit/420+
Barcelona/212.1.0.18.61 (iPhone7,1; iOS 15_1_1; th_TH; en; scale=2.00; 750x1334; 477008339) AppleWebKit/420+
Barcelona/261.5.0.18.61 (iPhone12,5; iOS 12_5_4; en_GB; en; scale=2.00; 828x1792; 559222151) AppleWebKit/420+
Barcelona/258.5.0.18.61 (iPhone9,5; iOS 14_4_2; en_PK; en; scale=2.00; 750x1334; 572957268) AppleWebKit/420+
Barcelona/246.1.0.18.61 (iPhone10,1; iOS 10_0_3; en_GB; en; scale=2.00; 750x1334; 490729331) AppleWebKit/420+
Barcelona/262.5.0.18.61 (iPhone9,5; iOS 15_7; en_US; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/223.8.0.18.61 (iPhone12,8; iOS 14_1; ru_RU; en; scale=2.00; 828x1792; 482716960) AppleWebKit/420+
Barcelona/259.3.0.18.61 (iPhone12,3; iOS 17_0_3; en_BD; en; scale=2.00; 828x1792; 557688190) AppleWebKit/420+
Barcelona/272.3.0.18.61 (iPhone12,3; iOS 16_1_2; de_DE; en; scale=2.00; 828x1792; 572957268) AppleWebKit/420+
Barcelona/273.1.0.18.61 (iPhone12,1; iOS 16_3; de_DE; en; scale=2.00; 828x1792; 594034127) AppleWebKit/420+
Barcelona/287.2.0.18.61 (iPhone7,2; iOS 11_2_2; en_PK; en; scale=2.00; 750x1334; 477008339) AppleWebKit/420+
Barcelona/225.3.0.18.61 (iPhone5,3; iOS 10_1_1; th_TH; en; scale=2.00; 640x1136; 559222151) AppleWebKit/420+
Barcelona/213.1.0.18.61 (iPhone7,1; iOS 9_3; ru_RU; en; scale=2.00; 750x1334; 596316756) AppleWebKit/420+
Barcelona/253.7.0.18.61 (iPhone5,7; iOS 15_7; en_AF; en; scale=2.00; 640x1136; 431984975) AppleWebKit/420+
Barcelona/250.9.0.18.61 (iPhone7,9; iOS 13_7; en_BD; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/295.2.0.18.61 (iPhone10,2; iOS 14_4; en_PK; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/200.7.0.18.61 (iPhone7,7; iOS 10_0_1; th_TH; en; scale=2.00; 750x1334; 454014197) AppleWebKit/420+
Barcelona/240.4.0.18.61 (iPhone10,4; iOS 8_4; it_IT; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/279.6.0.18.61 (iPhone7,6; iOS 12_5_3; en_ID; en; scale=2.00; 750x1334; 461396611) AppleWebKit/420+
Barcelona/264.6.0.18.61 (iPhone10,6; iOS 10_0; en_PK; en; scale=2.00; 750x1334; 519170554) AppleWebKit/420+
Barcelona/254.6.0.18.61 (iPhone9,6; iOS 12_4_1; th_TH; en; scale=2.00; 750x1334; 439065340) AppleWebKit/420+
Barcelona/294.4.0.18.61 (iPhone9,4; iOS 11_1_2; en_US; en; scale=2.00; 750x1334; 456926058) AppleWebKit/420+
Barcelona/264.1.0.18.61 (iPhone9,1; iOS 11_0_1; ru_RU; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/230.5.0.18.61 (iPhone5,5; iOS 7_0_4; en_AF; en; scale=2.00; 640x1136; 531598589) AppleWebKit/420+
Barcelona/237.4.0.18.61 (iPhone9,4; iOS 13_3_1; en_AF; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/295.9.0.18.61 (iPhone9,9; iOS 16_0; en_ID; en; scale=2.00; 750x1334; 523606519) AppleWebKit/420+
Barcelona/293.9.0.18.61 (iPhone12,9; iOS 10_3_1; en_ID; en; scale=2.00; 828x1792; 452200695) AppleWebKit/420+
Barcelona/272.4.0.18.61 (iPhone9,4; iOS 15_3; en_BD; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/265.3.0.18.61 (iPhone10,3; iOS 10_0_1; en_US; en; scale=2.00; 750x1334; 545450473) AppleWebKit/420+
Barcelona/293.6.0.18.61 (iPhone10,6; iOS 7_0_4; en_GB; en; scale=2.00; 750x1334; 557688190) AppleWebKit/420+
Barcelona/224.8.0.18.61 (iPhone7,8; iOS 12_5_2; en_IN; en; scale=2.00; 750x1334; 568884681) AppleWebKit/420+
Barcelona/263.3.0.18.61 (iPhone5,3; iOS 12_4; de_DE; en; scale=2.00; 640x1136; 528859636) AppleWebKit/420+
Barcelona/221.3.0.18.61 (iPhone12,3; iOS 14_7; it_IT; en; scale=2.00; 828x1792; 441741211) AppleWebKit/420+
Barcelona/299.5.0.18.61 (iPhone10,5; iOS 15_3_1; en_US; en; scale=2.00; 750x1334; 537545559) AppleWebKit/420+
Barcelona/279.3.0.18.61 (iPhone10,3; iOS 11_2_5; en_PK; en; scale=2.00; 750x1334; 417553628) AppleWebKit/420+
Barcelona/226.9.0.18.61 (iPhone7,9; iOS 16_0_1; en_AF; en; scale=2.00; 750x1334; 589640870) AppleWebKit/420+
Barcelona/256.8.0.18.61 (iPhone7,8; iOS 12_4; en_ID; en; scale=2.00; 750x1334; 490729331) AppleWebKit/420+
Barcelona/259.1.0.18.61 (iPhone10,1; iOS 11_0_3; en_PK; en; scale=2.00; 750x1334; 559115888) AppleWebKit/420+
Barcelona/262.7.0.18.61 (iPhone12,7; iOS 16_6_1; de_DE; en; scale=2.00; 828x1792; 451367207) AppleWebKit/420+
Barcelona/286.1.0.18.61 (iPhone10,1; iOS 12_4; th_TH; en; scale=2.00; 750x1334; 464896079) AppleWebKit/420+
Barcelona/248.9.0.18.61 (iPhone9,9; iOS 10_3_3; en_IN; en; scale=2.00; 750x1334; 511907937) AppleWebKit/420+
Barcelona/240.6.0.18.61 (iPhone12,6; iOS 12_4_9; it_IT; en; scale=2.00; 828x1792; 467853488) AppleWebKit/420+
Barcelona/267.1.0.18.61 (iPhone7,1; iOS 14_8; en_GB; en; scale=2.00; 750x1334; 456926058) AppleWebKit/420+
Barcelona/299.5.0.18.61 (iPhone9,5; iOS 14_3; en_PK; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/249.4.0.18.61 (iPhone5,4; iOS 16_1_1; en_US; en; scale=2.00; 640x1136; 559222151) AppleWebKit/420+
Barcelona/279.3.0.18.61 (iPhone7,3; iOS 12_4_3; en_GB; en; scale=2.00; 750x1334; 538939019) AppleWebKit/420+
Barcelona/266.1.0.18.61 (iPhone10,1; iOS 16_3_1; en_AF; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/200.1.0.18.61 (iPhone7,1; iOS 13_2_3; en_ID; en; scale=2.00; 750x1334; 594034127) AppleWebKit/420+
Barcelona/252.6.0.18.61 (iPhone5,6; iOS 15_6_1; en_US; en; scale=2.00; 640x1136; 592807627) AppleWebKit/420+
Barcelona/293.6.0.18.61 (iPhone5,6; iOS 7_0_2; th_TH; en; scale=2.00; 640x1136; 554327837) AppleWebKit/420+
Barcelona/283.7.0.18.61 (iPhone7,7; iOS 14_5; en_PK; en; scale=2.00; 750x1334; 488574471) AppleWebKit/420+
Barcelona/233.8.0.18.61 (iPhone10,8; iOS 11_2_2; it_IT; en; scale=2.00; 750x1334; 450576493) AppleWebKit/420+
Barcelona/295.7.0.18.61 (iPhone12,7; iOS 10_0_2; de_DE; en; scale=2.00; 828x1792; 593153608) AppleWebKit/420+
Barcelona/287.9.0.18.61 (iPhone5,9; iOS 17_0_3; en_AF; en; scale=2.00; 640x1136; 466021415) AppleWebKit/420+
Barcelona/245.6.0.18.61 (iPhone7,6; iOS 10_3_1; en_US; en; scale=2.00; 750x1334; 454329256) AppleWebKit/420+
Barcelona/294.2.0.18.61 (iPhone12,2; iOS 8_1; en_GB; en; scale=2.00; 828x1792; 442533694) AppleWebKit/420+
Barcelona/252.6.0.18.61 (iPhone10,6; iOS 15_5; it_IT; en; scale=2.00; 750x1334; 531569954) AppleWebKit/420+
Barcelona/288.9.0.18.61 (iPhone10,9; iOS 13_4_1; en_IN; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/267.6.0.18.61 (iPhone12,6; iOS 13_1_1; en_AF; en; scale=2.00; 828x1792; 477893209) AppleWebKit/420+
Barcelona/269.7.0.18.61 (iPhone9,7; iOS 12_5_2; en_ID; en; scale=2.00; 750x1334; 576579234) AppleWebKit/420+
Barcelona/255.3.0.18.61 (iPhone7,3; iOS 9_3_6; it_IT; en; scale=2.00; 750x1334; 545450473) AppleWebKit/420+
Barcelona/254.1.0.18.61 (iPhone5,1; iOS 11_2_5; en_US; en; scale=2.00; 640x1136; 564088489) AppleWebKit/420+
Barcelona/275.4.0.18.61 (iPhone9,4; iOS 7_0_3; en_ID; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/253.3.0.18.61 (iPhone12,3; iOS 12_4_6; en_BD; en; scale=2.00; 828x1792; 538939019) AppleWebKit/420+
Barcelona/270.2.0.18.61 (iPhone10,2; iOS 8_1; de_DE; en; scale=2.00; 750x1334; 593153608) AppleWebKit/420+
Barcelona/278.6.0.18.61 (iPhone9,6; iOS 8_1_1; de_DE; en; scale=2.00; 750x1334; 55941161) AppleWebKit/420+
Barcelona/293.2.0.18.61 (iPhone10,2; iOS 9_3_6; en_GB; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/267.2.0.18.61 (iPhone5,2; iOS 7_0; en_US; en; scale=2.00; 640x1136; 545450473) AppleWebKit/420+
Barcelona/246.4.0.18.61 (iPhone7,4; iOS 9_0; th_TH; en; scale=2.00; 750x1334; 557688190) AppleWebKit/420+
Barcelona/281.7.0.18.61 (iPhone9,7; iOS 10_0_2; th_TH; en; scale=2.00; 750x1334; 454329256) AppleWebKit/420+
Barcelona/211.8.0.18.61 (iPhone10,8; iOS 11_1_2; de_DE; en; scale=2.00; 750x1334; 568884681) AppleWebKit/420+
Barcelona/263.5.0.18.61 (iPhone10,5; iOS 8_1_3; ru_RU; en; scale=2.00; 750x1334; 461396611) AppleWebKit/420+
Barcelona/258.1.0.18.61 (iPhone9,1; iOS 17_0_1; en_ID; en; scale=2.00; 750x1334; 530745906) AppleWebKit/420+
Barcelona/253.6.0.18.61 (iPhone9,6; iOS 9_0_2; it_IT; en; scale=2.00; 750x1334; 595878028) AppleWebKit/420+
Barcelona/241.1.0.18.61 (iPhone5,1; iOS 14_4_2; en_BD; en; scale=2.00; 640x1136; 527235363) AppleWebKit/420+
Barcelona/274.8.0.18.61 (iPhone9,8; iOS 16_6_1; de_DE; en; scale=2.00; 750x1334; 466893494) AppleWebKit/420+
Barcelona/243.8.0.18.61 (iPhone9,8; iOS 15_0_1; en_ID; en; scale=2.00; 750x1334; 595878028) AppleWebKit/420+
Barcelona/212.5.0.18.61 (iPhone7,5; iOS 12_5_3; en_AF; en; scale=2.00; 750x1334; 485694226) AppleWebKit/420+
Barcelona/270.2.0.18.61 (iPhone9,2; iOS 15_5; th_TH; en; scale=2.00; 750x1334; 564088489) AppleWebKit/420+
Barcelona/203.2.0.18.61 (iPhone7,2; iOS 14_7_1; en_ID; en; scale=2.00; 750x1334; 573095041) AppleWebKit/420+
Barcelona/213.2.0.18.61 (iPhone9,2; iOS 15_4; en_BD; en; scale=2.00; 750x1334; 576579234) AppleWebKit/420+
Barcelona/238.5.0.18.61 (iPhone9,5; iOS 15_6; de_DE; en; scale=2.00; 750x1334; 433233827) AppleWebKit/420+
Barcelona/223.8.0.18.61 (iPhone9,8; iOS 17_0_3; ru_RU; en; scale=2.00; 750x1334; 564088489) AppleWebKit/420+
Barcelona/298.7.0.18.61 (iPhone5,7; iOS 8_4; de_DE; en; scale=2.00; 640x1136; 410077179) AppleWebKit/420+
Barcelona/278.2.0.18.61 (iPhone12,2; iOS 14_0_1; en_ID; en; scale=2.00; 828x1792; 592280365) AppleWebKit/420+
Barcelona/267.3.0.18.61 (iPhone10,3; iOS 11_0_2; en_IN; en; scale=2.00; 750x1334; 559222151) AppleWebKit/420+
Barcelona/207.6.0.18.61 (iPhone10,6; iOS 14_3; en_AF; en; scale=2.00; 750x1334; 468988771) AppleWebKit/420+
Barcelona/206.7.0.18.61 (iPhone12,7; iOS 12_4_5; en_PK; en; scale=2.00; 828x1792; 589640870) AppleWebKit/420+
Barcelona/231.8.0.18.61 (iPhone12,8; iOS 12_2; en_PK; en; scale=2.00; 828x1792; 433233827) AppleWebKit/420+
Barcelona/280.2.0.18.61 (iPhone7,2; iOS 7_0_3; th_TH; en; scale=2.00; 750x1334; 55941161) AppleWebKit/420+
Barcelona/264.8.0.18.61 (iPhone5,8; iOS 17_0_1; de_DE; en; scale=2.00; 640x1136; 571972734) AppleWebKit/420+
Barcelona/215.1.0.18.61 (iPhone12,1; iOS 7_1_2; en_PK; en; scale=2.00; 828x1792; 595878028) AppleWebKit/420+
Barcelona/278.3.0.18.61 (iPhone5,3; iOS 12_4_3; en_ID; en; scale=2.00; 640x1136; 477893209) AppleWebKit/420+
Barcelona/284.7.0.18.61 (iPhone12,7; iOS 15_7; en_IN; en; scale=2.00; 828x1792; 417553628) AppleWebKit/420+
Barcelona/201.6.0.18.61 (iPhone10,6; iOS 15_5; it_IT; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/294.1.0.18.61 (iPhone9,1; iOS 16_2; en_AF; en; scale=2.00; 750x1334; 451367207) AppleWebKit/420+
Barcelona/226.8.0.18.61 (iPhone10,8; iOS 7_1_1; en_US; en; scale=2.00; 750x1334; 488574471) AppleWebKit/420+
Barcelona/256.4.0.18.61 (iPhone7,4; iOS 10_3; en_GB; en; scale=2.00; 750x1334; 456926058) AppleWebKit/420+
Barcelona/281.1.0.18.61 (iPhone5,1; iOS 12_1_2; ru_RU; en; scale=2.00; 640x1136; 573095041) AppleWebKit/420+
Barcelona/293.5.0.18.61 (iPhone9,5; iOS 13_2; en_PK; en; scale=2.00; 750x1334; 466021415) AppleWebKit/420+
Barcelona/226.8.0.18.61 (iPhone10,8; iOS 15_1_1; ru_RU; en; scale=2.00; 750x1334; 436079168) AppleWebKit/420+
Barcelona/262.8.0.18.61 (iPhone9,8; iOS 10_0_2; en_IN; en; scale=2.00; 750x1334; 514344384) AppleWebKit/420+
Barcelona/256.8.0.18.61 (iPhone5,8; iOS 16_5; it_IT; en; scale=2.00; 640x1136; 573035528) AppleWebKit/420+
Barcelona/241.4.0.18.61 (iPhone7,4; iOS 10_3; en_AF; en; scale=2.00; 750x1334; 568884681) AppleWebKit/420+
Barcelona/201.1.0.18.61 (iPhone10,1; iOS 11_0_2; en_GB; en; scale=2.00; 750x1334; 574510888) AppleWebKit/420+
Barcelona/291.4.0.18.61 (iPhone7,4; iOS 16_2; en_GB; en; scale=2.00; 750x1334; 511907937) AppleWebKit/420+
Barcelona/268.4.0.18.61 (iPhone12,4; iOS 7_0_3; en_IN; en; scale=2.00; 828x1792; 439065340) AppleWebKit/420+
Barcelona/241.4.0.18.61 (iPhone5,4; iOS 9_3_4; en_PK; en; scale=2.00; 640x1136; 468140572) AppleWebKit/420+
Barcelona/216.5.0.18.61 (iPhone10,5; iOS 14_1; it_IT; en; scale=2.00; 750x1334; 556764124) AppleWebKit/420+
Barcelona/228.7.0.18.61 (iPhone10,7; iOS 13_1_2; ru_RU; en; scale=2.00; 750x1334; 531569954) AppleWebKit/420+
Barcelona/258.4.0.18.61 (iPhone5,4; iOS 16_0_2; en_PK; en; scale=2.00; 640x1136; 496680716) AppleWebKit/420+
Barcelona/287.2.0.18.61 (iPhone9,2; iOS 9_3_3; en_PK; en; scale=2.00; 750x1334; 487270233) AppleWebKit/420+
Barcelona/279.3.0.18.61 (iPhone12,3; iOS 14_5_1; en_AF; en; scale=2.00; 828x1792; 487270233) AppleWebKit/420+
Barcelona/268.9.0.18.61 (iPhone5,9; iOS 12_4_8; en_ID; en; scale=2.00; 640x1136; 594034127) AppleWebKit/420+
Barcelona/229.7.0.18.61 (iPhone5,7; iOS 12_5; en_GB; en; scale=2.00; 640x1136; 598410521) AppleWebKit/420+
Barcelona/242.9.0.18.61 (iPhone12,9; iOS 13_4_1; en_GB; en; scale=2.00; 828x1792; 559115888) AppleWebKit/420+
Barcelona/214.7.0.18.61 (iPhone5,7; iOS 12_5_3; en_GB; en; scale=2.00; 640x1136; 545450473) AppleWebKit/420+
Barcelona/205.8.0.18.61 (iPhone5,8; iOS 8_4; de_DE; en; scale=2.00; 640x1136; 467853488) AppleWebKit/420+
Barcelona/217.6.0.18.61 (iPhone10,6; iOS 12_1_4; en_IN; en; scale=2.00; 750x1334; 593200359) AppleWebKit/420+
Barcelona/232.9.0.18.61 (iPhone5,9; iOS 15_0_1; en_BD; en; scale=2.00; 640x1136; 576579234) AppleWebKit/420+
Barcelona/240.9.0.18.61 (iPhone7,9; iOS 16_5; en_AF; en; scale=2.00; 750x1334; 559115888) AppleWebKit/420+
Barcelona/212.4.0.18.61 (iPhone10,4; iOS 13_2_3; en_BD; en; scale=2.00; 750x1334; 496680716) AppleWebKit/420+
Barcelona/244.1.0.18.61 (iPhone7,1; iOS 11_3; en_IN; en; scale=2.00; 750x1334; 458113781) AppleWebKit/420+
Barcelona/207.3.0.18.61 (iPhone5,3; iOS 15_5; en_US; en; scale=2.00; 640x1136; 58517176) AppleWebKit/420+
Barcelona/285.5.0.18.61 (iPhone7,5; iOS 16_0; en_AF; en; scale=2.00; 750x1334; 433233827) AppleWebKit/420+
Barcelona/218.3.0.18.61 (iPhone10,3; iOS 12_3_2; en_IN; en; scale=2.00; 750x1334; 58517176) AppleWebKit/420+
Barcelona/226.1.0.18.61 (iPhone10,1; iOS 15_6; th_TH; en; scale=2.00; 750x1334; 598410521) AppleWebKit/420+
Barcelona/269.8.0.18.61 (iPhone5,8; iOS 17_0; en_BD; en; scale=2.00; 640x1136; 493070840) AppleWebKit/420+
Barcelona/224.2.0.18.61 (iPhone12,2; iOS 12_3_2; ru_RU; en; scale=2.00; 828x1792; 592807627) AppleWebKit/420+
Barcelona/245.5.0.18.61 (iPhone7,5; iOS 9_3_4; en_US; en; scale=2.00; 750x1334; 466893494) AppleWebKit/420+
Barcelona/231.1.0.18.61 (iPhone9,1; iOS 13_0; en_AF; en; scale=2.00; 750x1334; 412944454) AppleWebKit/420+
Barcelona/299.9.0.18.61 (iPhone5,9; iOS 12_4_2; it_IT; en; scale=2.00; 640x1136; 511907937) AppleWebKit/420+
Barcelona/278.7.0.18.61 (iPhone12,7; iOS 11_4_1; it_IT; en; scale=2.00; 828x1792; 573095041) AppleWebKit/420+
Barcelona/216.7.0.18.61 (iPhone12,7; iOS 17_0; en_ID; en; scale=2.00; 828x1792; 468988771) AppleWebKit/420+
